date,title,doi,authors,journal,short_journal,volume,year,publisher,issue,page,abstract
2023-07-17,Systematic Literature Review in Reshoring Strategies 4.0,10.3390/logistics7030042,"[{'author_name': 'Daniel Masini Espíndola', 'author_slug': 'daniel-masini-espindola-ZnyPM9', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Márcio Lopes Pimenta', 'author_slug': 'marcio-lopes-pimenta-ngQKgD', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Cláudio Heleno Pinto da Silva', 'author_slug': 'claudio-heleno-pinto-da-silva-RjKv9M', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Ingridi Vargas Bortolaso', 'author_slug': 'ingridi-vargas-bortolaso-Wnl1rO', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,7,2023,MDPI AG,3,42,"Background: With global changes in markets and government regulations, most organizations, which previously opted for offshore production, began to return to their country of origin—a process called reshoring. The new strategies for locating units and business models, which involve decisions to outsource production and organizational capacity, now face a new context of Industry 4.0, a market for technologies with the potential to transform entire supply chains in addition to directly influencing organizational aspects with innovative solutions and resource efficiency. Methods: This systematic literature review (SLR) found 43 articles relating to reshoring and Industry 4.0; there was an increase in publications in the last few years. We divided the studies according to 9 aspects: market uncertainties and labor supply; support for managerial decision making; competitive priorities analysis (costs and efficiency); business strategies; information knowledge and collaboration management; political, social and economic changes; risk security and privacy management; supply chain management; and investment market and private equity funds. Results: This article presents a content analysis of articles in the field of administration, focusing on location strategies, technology adoption, and organizational changes. The study identifies key aspects such as research quality, publication trends, regional focus, and strategy topics. The findings emphasize the importance of research objectives and problem-solving for managerial decision-making and highlight the need for further exploration in the literature. Conclusions: Reshoring, Industry 4.0, and location strategies are relevant topics for global management. The supply chain plays a role in decision-making for location and technology adoption, suggesting the need for more research in supply chain management."
2023-09-13,Transformative Procurement Trends: Integrating Industry 4.0 Technologies for Enhanced Procurement Processes,10.3390/logistics7030063,"[{'author_name': 'Areej Althabatah', 'author_slug': 'Areej Althabatah', 'author_sequence_number': None, 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,7,2023,MDPI AG,3,63,"Background: the advent of Industry 4.0 (I4.0) innovations has revolutionized supply chain management through technologies like the Internet of Things (IoT) and Artificial Intelligence (AI) integrated into procurement processes. Methods: this study addresses a critical knowledge gap by conducting a comprehensive review of 111 papers sourced from the Scopus database. These papers are classified into seven sub-themes encompassing I4.0 or procurement 4.0 (P4.0), big data, IoT, additive manufacturing, blockchain, e-procurement, and AI. Results: the investigation reveals that I4.0 technologies, particularly e-procurement and blockchain, have garnered substantial attention. Such technologies offer diverse value propositions, encompassing streamlined supplier evaluation, lead time reduction, cost optimization, and enhanced data security. Conclusion: the paper underscores pivotal trends and insights for the evolution of Procurement 4.0, illuminating a path toward more efficient supply chain management."
2022-11-11,Challenges to Promoting Resilience in Supply Chains Observed during the COVID-19 Pandemic: An Exploratory Study of the Amazon Region Using the TOPSIS Technique,10.3390/logistics6040078,"[{'author_name': 'Dhiordan Cunha Tadaiesky', 'author_slug': 'dhiordan-cunha-tadaiesky-3nk64Z', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Joaquim Lima das Neves Neto', 'author_slug': 'joaquim-lima-das-neves-neto-bMRrvk', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'André Cristiano Silva Melo', 'author_slug': 'andre-cristiano-silva-melo-Wn8x0M', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Rosley Anholon', 'author_slug': 'rosley-anholon-1vyKM', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Eliane de Castro Coutinho', 'author_slug': 'eliane-de-castro-coutinho-xGGyOb', 'author_sequence_number': '5', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Vitor William Batista Martins', 'author_slug': 'vitor-william-batista-martins-bOJXNW', 'author_sequence_number': '6', 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,6,2022,MDPI AG,4,78,"Background: The COVID-19 pandemic has moved the world in every way, directly impacting supply chains globally and bringing major challenges to management, decision-makers, and companies of all sizes and sectors. This intensifies when it comes to the Brazilian Amazon region, a place that historically already lives with several maintenance projects focused on supply chain management (SCM). Methods: Thus, this research aimed to understand the main challenges faced by professionals in the supply chain area in the Amazon region through the development of a survey with professionals in the area. This study conducted a structured questionnaire containing 10 challenges related to SCM during the pandemic period to generate a ranking of these challenges using data analysis using means and comparative ordering using the TOPSIS Multicriteria Technique. Results: It was observed that the most relevant challenges for companies in this region were, respectively, distribution, economic problems, and interruptions in supply and demand. These obstacles promote debates with the literature and foster the expansion of knowledge about the insertion of resilience elements in supply chains in the Amazon. Conclusions: From a theoretical point of view and because it is exploratory research, the results serve as a basis for researchers in the area who aim to understand and expand the debates on this topic through future research. From a practical point of view, the results can help supply chain managers in the Amazon region who work directly in its maintenance and aim to maintain its resilience, since they already have the main challenges for the proper functioning of supply chains identified and ranked. Because it is an exploratory study, the results achieved can contribute significantly to the expansion of debates in the area and in a practical way with managers involved in activities that compose supply chains."
2021-07-05,"Disorders, Vulnerabilities and Resilience in the Supply Chain in Pandemic Times",10.3390/logistics5030048,"[{'author_name': 'Catarina Ferreira', 'author_slug': 'catarina-ferreira-JWAGR6', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Catarina Cardoso', 'author_slug': 'catarina-cardoso-R53Yw4', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Mariana Travassos', 'author_slug': 'mariana-travassos-XgMaMD', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Mariana Ferreira de S. M. Paiva', 'author_slug': 'mariana-ferreira-de-s-m-GPeMW6', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'M.L. Pestana', 'author_slug': 'm-l-pestana-9grgrG', 'author_sequence_number': '5', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'João M. Lopes', 'author_slug': 'joao-m-lopes-8gV26Q', 'author_sequence_number': '6', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Márcio Oliveira', 'author_slug': 'marcio-oliveira-R5O4m4', 'author_sequence_number': '7', 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,5,2021,MDPI AG,3,48,"The economic and social environment caused by the COVID-19 pandemic has brought additional pressure on supply chains because they now have more pressure to develop and adapt to a context of economic constraint. Delays in the supply chain can bring consequences such as the lack of food products by retailers, transporters and manufacturers. Thus, this study aims to examine the supply chain during the COVID-19 pandemic in small- and medium-sized food companies in the central region of Portugal, identifying potential problems and pointing out the respective solutions. For this purpose, the study uses a qualitative methodology through semi-structured interviews. It was found that small and medium-sized enterprises (SMEs) do not have a codified supply chain and that generally, these companies have a minimal budget, which requires a constant search for new suppliers that represent a reduction in costs. Moreover, most of the companies surveyed faced unexpected challenges, such as a lack of alternative suppliers. The present paper is original because it studies the supply chain in SMEs in the food sector during the COVID-19 pandemic, and it allows the ascertainment of practical suggestions for these companies to improve, as well as contributing to the clarification of the literature on the supply chain in times of crisis such as the current COVID-19 pandemic."
2020-01-01,COVID-19 impact on sustainable production and operations management,10.1016/j.susoc.2020.06.001,"[{'author_name': 'Aalok Kumar', 'author_slug': 'aalok-kumar-G5OLAK', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Sunil Luthra', 'author_slug': 'sunil-luthra-r6lkM6', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Sachin Kumar Mangla', 'author_slug': 'sachin-kumar-mangla-pn1LpN', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Yiğit Kazançoğlu', 'author_slug': 'yigit-kazancoglu-K6Zvm5', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}]",Sustainable Operations and Computers,Sustainable Operations and Computers,1,2020,Elsevier BV,,1-7,"The global production and supply chain system is mostly disrupted due to widespread of the coronavirus pandemic (COVID-19). Most of the industrial managers and policymakers are searching for adequate strategies and policies for revamping production patterns and meet consumer demand. Form global supply chain perspectives, the majority of raw materials are imported from China and other Asian developing nations. The COVID-19 pandemic has broken the most of transportation links and distribution mechanisms between suppliers, production facilities and customers. Therefore, it is imperative to discuss sustainable production and consumption pattern in the post-COVID-19 pandemic era. Most of the prominent economies around the world enforced a total lockdown, and the focus has since shifted to surge in demand for essential products and services. This has led to a decline in demand for some nonessential products and services. The production and operations management challenges of the pandemic situations are discussed and adequately proposes policy strategies for improving the resilience and sustainability of the system. This paper also discusses the different operations and supply chain perspectives for handling such disruptions in the future."
2023-11-01,Optimizing Algerian Company’s Delivery Fleet with Agent_Based Model in Anylogic,10.2478/ttj-2023-0034,"[{'author_name': 'Nassima Bounadi', 'author_slug': 'Nassima Bounadi', 'author_sequence_number': None, 'affiliation': None, 'affiliation_slug': None}]",Transport and Telecommunication Journal,,24,2023,Walter de Gruyter GmbH,4,434-442,"Abstract
               The utilization of simulation modelling in supply chain management has proven to be a valuable tool for logistics service providers, enabling them to optimize their operations and meet customer demands efficiently. AnyLogic, with its diverse capabilities in discrete event simulation, system dynamics, and agent-based simulation, stands out as a powerful software solution for tackling complex supply chain challenges. This paper significantly contributes by demonstrating the practical implementation of AnyLogic in the modelling and simulation of agro-food product distribution network, particularly vegetable oils from the Cevital group. Additionally, the study integrates an optimization experiment to ascertain the optimal number of vehicles required to meet a specific customer demand while ensuring a high level of fleet utilization. The obtained results are very encouraging and demonstrate the feasibility and effectiveness of our approach."
2023-12-27,Information systems project management practice in Portugal - looking at the past to perspective the future,10.12821/ijispm110404,"[{'author_name': 'Nilton Takagi', 'author_slug': 'Nilton Takagi', 'author_sequence_number': None, 'affiliation': None, 'affiliation_slug': None}]",International Journal of Information Systems and Project Management,IJISPM,11,2023,University of Minho,4,103-121,"The study of Information Systems Project Management (ISPM) practice is fundamental for developing knowledge in this field. Over the past few years, several studies have been conducted in organizations by professionals and academics to identify approaches, processes, tools, and techniques, among other relevant aspects of project management practice. The use of these practices can be related to various factors, such as trends in the world of work or even the cultural context. In this way, an insight into the context of a given region can support actions to improve ISPM practice and raise success rates in information systems projects. This paper presents the results of a systematic literature review that seeks to synthesize how project management on information systems is practiced in Portugal and identify opportunities for developing the project management body of knowledge."
2022-02-02,A System View to the Risks of COVID-19 Vaccination Projects,10.3390/asi5010020,"[{'author_name': 'Shahryar Sorooshian', 'author_slug': 'shahryar-sorooshian-ZGKeYp', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Afshin Abbaspour', 'author_slug': 'afshin-abbaspour-ZZK5y', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Ali Jahan', 'author_slug': 'ali-jahan-MVkNGE', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}]",Applied System Innovation,ASI,5,2022,MDPI AG,1,20,"The global vaccination program provides hope for ending the present worldwide pandemic. Due to the current pandemic, COVID-19 vaccines must be delivered and administered to communities once supplies are available. However, there are significant challenges in the sourcing, allocation, distribution, and uptake of vaccinations. A successful vaccination program would necessitate adequate risk management across the vaccination supply chain. This article has collected the predictable risks of the COVID-19 vaccines considered within the vaccine delivery system framework. The risks are presented based on relevant literature. Hence, this work’s framework is expected to contribute to better risk management of vaccination programs and similar future projects."
2023-01-03,The Impact of Digital Technologies and Sustainable Practices on Circular Supply Chain Management,10.3390/logistics7010001,"[{'author_name': 'Sara Romagnoli', 'author_slug': 'sara-romagnoli-nGGr4', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': ""Claudia Tarabu'"", 'author_slug': 'claudia-tarabu-ezpmp', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Behzad Maleki Vishkaei', 'author_slug': 'behzad-maleki-vishkaei-6JnYwM', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Pietro De Giovanni', 'author_slug': 'pietro-de-giovanni-PQ9aE2', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,7,2023,MDPI AG,1,1,"Background: This study investigates how firms can enhance the functionality of their circular supply chains (CSCs) by adopting a portfolio of sustainable practices as well as digital technologies to increase performance. It analyzes the benefits that firms can obtain when investing in specific technologies to boost the impact of technologies and sustainable practices on CSCs, and further increase performance. Methods: We test several hypotheses by using structural equation modeling as well as multi-group analysis to verify whether CSCs can be achieved through sustainable practices and technologies and improve the firms’ performance. Results: The empirical results partially support the research hypotheses. While the main research hypotheses are fully supported, the analysis of single digital technologies reveals that only a few solutions can contribute to both the management and the improvement of the CSC. Conclusions: Our findings demonstrate that the identification of green suppliers and ad hoc environmental regulations, combined with attention to the origin and provenance of raw materials, can promote a CSC. Moreover, transportation management systems (TMS) and the internet of things (IoT) are efficient technologies for managing transportation and product flow in the CSC. Furthermore, machine learning (ML) is effective in making positive green decisions, and 3D printing can extend product life."
2018-08-30,Logistics Services Sector and Economic Recession in Greece: Challenges and Opportunities,10.3390/logistics2030016,"[{'author_name': 'Dimitris Folinas', 'author_slug': 'dimitris-folinas-1gZ29X', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Naoum Tsolakis', 'author_slug': 'naoum-tsolakis-2NKblm', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Dimitrios Aidonis', 'author_slug': 'dimitrios-aidonis-1ggwEX', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,2,2018,MDPI AG,3,16,"Abstract:The recent economic recession in Greece has had a detrimental impact on all national business activities, with the logistics industry being one of the most affected sectors primarily due to the significant decrease in market demand for goods and services. In this regard, the aim of this research is to identify key challenges and prospects for the Greek logistics services industry stemming from the recent economic crisis era through a critical literature taxonomy, a semantic analysis of the reviewed articles, and a questionnaire-based survey involving 140 executives from the third-party logistics sector. In principal, the recent economic crisis is reported to have significantly affected logistics service providers, thus further imposing structural reforms in the industry. The reduction in operating profits of transport companies is noticeable with the onset of the economic crisis, specifically in 2016. Nevertheless, logistics executives are optimistic regarding the near future, provided that educated and informed strategic management decisions are made and inventive business practices are embraced."
2018-02-20,Maritime Energy Contracting for Clean Shipping,10.2478/ttj-2018-0004,"[{'author_name': 'Eunice Omolola Olaniyi', 'author_slug': 'eunice-omolola-olaniyi-wbMane', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Sina Atari', 'author_slug': 'sina-atari-d3lAb3', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Gunnar Prause', 'author_slug': 'gunnar-prause-yZRanx', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}]",Transport and Telecommunication Journal,,19,2018,Walter de Gruyter GmbH,1,31-44,"Abstract
To reduce the Sulphur emission from shipping and ensure clean shipping, a number of Sulphur Emission Control Areas (SECA) were enforced in special areas around the globe. From 2015, in SECA, ship owners are not allowed to use fuel with more than 0.1% Sulphur content. One of the major concerns for the SECA regulation is that maritime stakeholders have had to take into consideration the costs as well as the tolerable risks of their compliance investment options. Besides that, low freight rates have increased the competition and had caused financial pressure on ship owners so that lower capital reserves and low credibility levels limit the manoeuvring space for investment activities.
The indications from BSR after 2015 showed that the low fuel price has eased the economic effects of the SECA regulation and as a result, most ship owners have delayed their investment decisions. Even though the postponement of emission abatement techniques seems to have reduced the compliance expenses for SECA, they, however, did not improve the position of shipowners relative to their competitors. Consequently, new policy instruments to stimulate innovation, to raise competitiveness and to comply with the new environmental regulations are needed. It would have been easier to hedge fuel price volatility and offer maritime logistics services for a lower price, but to be able to ensure sustainable results in long-term, maritime stakeholders must be ready to device astute strategies that can propel them to unparalleled advantage.
This research first appraised the investment risks and payback period associated with the scrubber using different capital budgeting methods. It further illustrated the Maritime Energy Contracting (MEC) model as a market mechanism for the delivery of a cost-effective emission reduction using the scrubber technology as well as an instrument to realise a competitive advantage for ship operators. The results are empirically validated by case studies from BSR."
2022-07-11,The Role of Supply Chain Resilience on SMEs’ Performance: The Case of an Emerging Economy,10.3390/logistics6030047,"[{'author_name': 'Mohammed Awad Alshahrani', 'author_slug': 'mohammed-awad-alshahrani-rQglYQ', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Mohammad Asif Salam', 'author_slug': 'mohammad-asif-salam-2NVMQL', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,6,2022,MDPI AG,3,47,"Existing studies have predominantly explored the influence of supply chain resilience on the performance of firms in the context of developed economies. This study highlights the need for SMEs to be prepared to tackle uncertainties in business operations. Background: Small and Medium Enterprises (SMEs) play a critical role in every economy, and limited studies have highlighted the significance of resilience in the firms. Therefore, this study aims to determine the impact of supply chain resilience on SMEs’ performance in Saudi Arabia based on three dimensions of resilience, namely agility, robustness, and flexibility. It aims to investigate how they relate to the dimensions of SMEs’ performance, namely production performance and market/sales performance. This study also investigates the overall impact of supply chain resilience as a construct on SMEs’ performance. Methods: This study employed a quantitative research design to answer the research questions. A self-administered questionnaire was used to collect data. The study was based on 255 samples of managers in SMEs from Saudi Arabia. The hypothesized model has been tested using the SPSS/Amos 26. Results: Based on the findings, it has been found that supply chain agility and flexibility had a significant positive relationship with SMEs’ production and marketing/sales performances. Supply chain robustness demonstrated a significant positive relationship with SMEs’ production performance but not their marketing/sales performances. Overall, there was a significant positive relationship between supply chain resilience and SMEs’ performance. Conclusions: This study contributes to the body of literature on supply chain resilience by expounding knowledge on aspects such as agility, flexibility, and robustness. The study enhances our understanding of the role of supply chain resilience on SMEs’ performance in an emerging economy context."
2022-01-04,Developing Knowledge of Supply Chain Resilience in Less-Developed Countries in the Pandemic Age,10.3390/logistics6010003,"[{'author_name': 'João M. Lopes', 'author_slug': 'joao-m-lopes-8gV26Q', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Sofia Gomes', 'author_slug': 'sofia-gomes-PzmMwk', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Lassana Mané', 'author_slug': 'lassana-mane-3NGL8b', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,6,2022,MDPI AG,1,3,"The constraints imposed by the pandemic COVID-19 increased the risks of the disruption of supply chains, bringing new challenges to companies. These effects were felt more intensely in less-developed countries, which are highly dependent on imports of products and raw materials. This study aims to assess the impact of supply chain resilience in a less-developed country (Guinea-Bissau) using complex adaptive system theory. We used a qualitative methodology through multiple case studies. Semi-structured interviews were conducted with four companies. The semi-structured script contains questions about supply chain disruptions, vulnerabilities and resilience. The main results show that the companies in Guinea-Bissau, due to their dependence on the outside world and the absence of formal, larger and more diversified supply chains, suffered serious consequences with the disruption imposed by the pandemic. It was also concluded that the more resilient the supply chain, the fewer the impacts of crisis events and that the resilience of companies at this level depends on their obtaining competitive advantages over their competitors. The main practical implications of this study are the need to formalize the supply chain, diversify the supply of services and products of companies dependent on the exterior, adopt metrics that allow for the early detection of situations of supply chain disruption, effectively manage stocks and promote proactive crisis resolution strategies. Studies on the impact of resilience on supply chains in crises are scarce, especially on companies located in underdeveloped countries."
2021-10-07,Blockchain Technologies in Logistics and Supply Chain Management: A Bibliometric Review,10.3390/logistics5040072,"[{'author_name': 'Abderahman Rejeb', 'author_slug': 'abderahman-rejeb-0Gn8ZP', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Karim Rejeb', 'author_slug': 'karim-rejeb-lXXPly', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Steve Simske', 'author_slug': 'steve-simske-XePAEk', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Horst Treiblmaier', 'author_slug': 'horst-treiblmaier-y8dj4G', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,5,2021,MDPI AG,4,72,"The emergence of blockchain technology has sparked significant attention from the supply chain management (SCM) and logistics communities. In this paper, we present the results from a thorough bibliometric review that analytically and objectively identifies the intellectual structure of this field, the seminal papers, and the most influential scholars. We employ a knowledge domain visualization technique to generate insights that go beyond other review studies on blockchain research within logistics and SCM. The analysis starts with selecting a total of 628 papers from Scopus and the Web of Science that were published during 2016–2020. The bibliometric analysis output demonstrates that the number of blockchain papers has rapidly increased since 2017. The most productive researchers are from the USA, China, and India. The top academic institutions contributing to the literature are also identified. Based on network analyses, we found that the literature concentrates mainly on the conceptualization of blockchain; its potentials for supply chain sustainability; its adoption triggers and barriers; and its role in supporting supply chain agility, trust, protection of intellectual property, and food/perishable supply chains. Besides systematically mapping the literature, we identify several research gaps and propose numerous actionable research directions for the future. This study enriches the extant blockchain literature, provides a timely snapshot of the current state of research, and examines the knowledge structure of blockchain research in logistics and SCM with the help of evidence-based scientometric methods."
2022-02-01,Big Data Analytics in Supply Chain Management: A Systematic Literature Review and Research Directions,10.3390/bdcc6010017,"[{'author_name': 'In Lee', 'author_slug': 'in-lee-3M91ZZ', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'George Mangalaraj', 'author_slug': 'george-mangalaraj-9O20lA', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}]",Big Data and Cognitive Computing,BDCC,6,2022,MDPI AG,1,17,"Big data analytics has been successfully used for various business functions, such as accounting, marketing, supply chain, and operations. Currently, along with the recent development in machine learning and computing infrastructure, big data analytics in the supply chain are surging in importance. In light of the great interest and evolving nature of big data analytics in supply chains, this study conducts a systematic review of existing studies in big data analytics. This study presents a framework of a systematic literature review from interdisciplinary perspectives. From the organizational perspective, this study examines the theoretical foundations and research models that explain the sustainability and performances achieved through the use of big data analytics. Then, from the technical perspective, this study analyzes types of big data analytics, techniques, algorithms, and features developed for enhanced supply chain functions. Finally, this study identifies the research gap and suggests future research directions."
2023-09-13,Transformative Procurement Trends: Integrating Industry 4.0 Technologies for Enhanced Procurement Processes,10.3390/logistics7030063,"[{'author_name': 'Areej Althabatah', 'author_slug': 'Areej Althabatah', 'author_sequence_number': None, 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,7,2023,MDPI AG,3,63,"Background: the advent of Industry 4.0 (I4.0) innovations has revolutionized supply chain management through technologies like the Internet of Things (IoT) and Artificial Intelligence (AI) integrated into procurement processes. Methods: this study addresses a critical knowledge gap by conducting a comprehensive review of 111 papers sourced from the Scopus database. These papers are classified into seven sub-themes encompassing I4.0 or procurement 4.0 (P4.0), big data, IoT, additive manufacturing, blockchain, e-procurement, and AI. Results: the investigation reveals that I4.0 technologies, particularly e-procurement and blockchain, have garnered substantial attention. Such technologies offer diverse value propositions, encompassing streamlined supplier evaluation, lead time reduction, cost optimization, and enhanced data security. Conclusion: the paper underscores pivotal trends and insights for the evolution of Procurement 4.0, illuminating a path toward more efficient supply chain management."
2021-06-01,Inter-organizational systems use and supply chain performance: Mediating role of supply chain management capabilities,10.1016/j.ijinfomgt.2020.102195,"[{'author_name': 'David Asamoah', 'author_slug': 'david-asamoah-JWXbxD', 'author_sequence_number': '1', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Benjamin Agyei-Owusu', 'author_slug': 'benjamin-agyei-owusu-G5QlkZ', 'author_sequence_number': '2', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Francis Kofi Andoh‐Baidoo', 'author_slug': 'francis-kofi-andoh-baidoo-xQ2AD3', 'author_sequence_number': '3', 'affiliation': None, 'affiliation_slug': None}, {'author_name': 'Emmanuel Ayaburi', 'author_slug': 'emmanuel-ayaburi-rxJ08Q', 'author_sequence_number': '4', 'affiliation': None, 'affiliation_slug': None}]",International Journal of Information Management,International Journal of Information Management,58,2021,Elsevier BV,,102195,"Inter-organizational Systems (IOS) are network-enabled information systems that extend boundaries of an organization. There is a growing interest among researchers and practitioners to understand how the use of IOS enhances firm performance. In this study, we examine how IOS use impacts an organization's supply chain management (SCM) capabilities and supply chain performance. Drawing on the resource-based view theory, we examine two mechanisms that are essential for enhanced supply chain performance: (a) efficient IOS external utilization regarding its networked partners and (b) the maximization of IOS organizational management capabilities in supply chain management. Using data from 193 respondents from various manufacturers and distributors of fast-moving consumer goods, we confirm all the hypotheses posited in the research model. The results demonstrate the dual effect of IOS use in improving operational supply chain performance, SCM capabilities, and the mediating role of SCM capabilities. We discuss contributions of the study to research and practice."
2024-01-04,Global Supply Chains Made Visible through Logistics Security Management,10.3390/logistics8010006,"[{'author_name': 'Pablo Emilio Mora Lozano', 'author_slug': 'Pablo Emilio Mora Lozano', 'author_sequence_number': None, 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,8,2024,MDPI AG,1,6,"Background: For several years, two of the major concerns of logistics managers are (i) the visibility of global supply chains and (ii) the uncertainty in deciding which existing logistics security program is the most appropriate according to the security levels for their organization. This last decision is needed to ensure traceability and visibility of the supply chain. The purpose of this paper is to present an analysis of the main public and private supply chain security management programs in Latin America and the Caribbean. Methods: A qualitative and quantitative research methodology based on thematic content analysis is followed. The four main existing security programs in Latin America and the Caribbean are systematically compared and a common general framework is developed. Results: The analysis shows a high degree of similarity between the levels of security contained in the selected programs. Conclusions: We found that there is little guidance available for companies interested in managing security risks in their supply chains through these logistics’ security programs. This article contributes to the literature on logistics security programs that is currently gaining momentum in managing security risks in global supply chains and provides academic insights into the choice and/or complementarity of one or more logistics security programs."
2024-03-19,Modelling a Logistics and Financial Supply Chain Network during the COVID-19 Era,10.3390/logistics8010032,"[{'author_name': 'Sina Abbasi', 'author_slug': 'Sina Abbasi', 'author_sequence_number': None, 'affiliation': None, 'affiliation_slug': None}]",Logistics,Logistics,8,2024,MDPI AG,1,32,"Background: Supply chain networks (SCNs) have been interrupted by the COVID-19 pandemic, leaving them open to financial losses. SCs have been impacted by the pandemic, necessitating the adoption of sustainable practices and dynamic capacities to ensure resilience and performance. Several studies have focused on this subject, offering insights into the importance of sustainable supply-chain management, corporate governance, big data management activities, and digital technology in minimising the consequences of the pandemic and fostering sustainability. Methods: This study suggests an analytical framework for assessing environmentally friendly procedures and dynamic capacities to assure performance in a disruptive environment. Results: The following are some of the important details and contributions in this article: (1) developed a conceptual framework for assessing dynamic capacities and sustainable behaviours considering COVID-19, (2) concentrates on financial ratios during COVID-19, and (3) established drivers for sustainable practices and competencies during disruption and unpredictable business settings. Conclusions: The suggested model can assist practitioners in creating and implementing sustainable supply chain (SC) activities and tracking and assessing their effects on the sustainability of businesses. So, the proposed model can assist managers in creating and implementing sustainable supply-chain activities and tracking and analysing their effects on the sustainability of businesses."
